phone,price,double_num,category 
0916334482,399,"91,16,63,33,34,44,48,82,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0991246702,1850,"99,91,12,24,46,67,70,02,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0992403070,300,"99,92,24,40,03,30,07,70,","ความมั่นคง,การงาน,ความรัก,ชีวิตอุปสรรค,ประมาท,ปัญหาด้านสุขภาพ,"
0919587560,950,"91,19,95,58,87,75,56,60,","การงาน,การเงิน,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0916909242,163,"91,16,69,90,09,92,24,42,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ความรัก,"
0918208432,240,"91,18,82,20,08,84,43,32,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,ปัญหาด้านสุขภาพ,"
0911347978,1389,"91,11,13,34,47,79,97,78,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0919440589,290,"91,19,94,44,40,05,58,89,","การงาน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0916490515,383,"91,16,64,49,90,05,51,15,","การงาน,การเรียน,ความรัก,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,"
0919214422,789,"91,19,92,21,14,44,42,22,","การงาน,ประมาท,ความเครียด,การเงิน,การเรียน,ความรัก,"
0912447575,26900,"91,12,24,44,47,75,57,75,","การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,"
0919202977,890,"91,19,92,20,02,29,97,77,","การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ความเครียด,"
0919312074,390,"91,19,93,31,12,20,07,74,","การงาน,การเรียน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0917525987,147,"91,17,75,52,25,59,98,87,","การงาน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ความมั่นคง,"
0912315191,37500,"91,12,23,31,15,51,19,91,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,การเรียน,"
0910208747,450,"91,10,02,20,08,87,74,47,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,ปัญหาด้านสุขภาพ,"
0916504434,92,"91,16,65,50,04,44,43,34,","การงาน,การเรียน,การเงิน,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0917416484,500,"91,17,74,41,16,64,48,84,","การงาน,ชีวิตอุปสรรค,ความเครียด,การเรียน,ความรัก,ปัญหาด้านความรัก,"
0916615588,291,"91,16,66,61,15,55,58,88,","การงาน,การเรียน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ประมาท,"
0919460145,350,"91,19,94,46,60,01,14,45,","การงาน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ชีวิตอุปสรรค,การเรียน,"
0911197005,2499,"91,11,11,19,97,70,00,05,","การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,"
0992666857,249,"99,92,26,66,66,68,85,57,","ความมั่นคง,การงาน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ความเครียด,"
0991278787,2900,"99,91,12,27,78,87,78,87,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991241673,999,"99,91,12,24,41,16,67,73,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0990950005,4500,"99,90,09,95,50,00,00,05,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,มีปัญหาด้านการเงิน,"
0919820284,399,"91,19,98,82,20,02,28,84,","การงาน,ความมั่นคง,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0919458043,789,"91,19,94,45,58,80,04,43,","การงาน,การเงิน,การเรียน,ความเครียด,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991850003,699,"99,91,18,85,50,00,00,03,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ความเครียด,ประมาท,"
0910732249,200,"91,10,07,73,32,22,24,49,","การงาน,ประมาท,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความรัก,"
0916606822,165,"91,16,66,60,06,68,82,22,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912923242,21000,"91,12,29,92,23,32,24,42,","การงาน,ประมาท,ความเครียด,ความรัก,"
0919628363,290,"91,19,96,62,28,83,36,63,","การงาน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912496012,15000,"91,12,24,49,96,60,01,12,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0912973760,35000,"91,12,29,97,73,37,76,60,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916607103,288,"91,16,66,60,07,71,10,03,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ความเครียด,ประมาท,"
0991246355,1220,"99,91,12,24,46,63,35,55,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,"
0919194776,1200,"91,19,91,19,94,47,77,76,","การงาน,ชีวิตอุปสรรค,ความเครียด,"
0919376607,390,"91,19,93,37,76,66,60,07,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0991266875,900,"99,91,12,26,66,68,87,75,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,มีปัญหาด้านการเงิน,"
0991285039,999,"99,91,12,28,85,50,03,39,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ปัญหาด้านสุขภาพ,การเรียน,"
0991210357,2600,"99,91,12,21,10,03,35,57,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,"
0990151831,129,"99,90,01,15,51,18,83,31,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0911607321,240,"91,11,16,60,07,73,32,21,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ความเครียด,"
0991600139,849,"99,91,16,60,00,01,13,39,","ความมั่นคง,การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความเครียด,ประมาท,ชีวิตอุปสรรค,"
0910163707,950,"91,10,01,16,63,37,70,07,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,"
0912139970,57999,"91,12,21,13,39,99,97,70,","การงาน,ประมาท,ความเครียด,การเรียน,ความมั่นคง,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0919680097,1790,"91,19,96,68,80,00,09,97,","การงาน,การเงิน,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0917768701,650,"91,17,77,76,68,87,70,01,","การงาน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ประมาท,"
0916606977,339,"91,16,66,60,06,69,97,77,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ความเครียด,"
0912079978,9300,"91,12,20,07,79,99,97,78,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ความมั่นคง,"
9921117944,699,"92,21,11,11,17,79,94,44,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,การเงิน,"
0912951171,14900,"91,12,29,95,51,11,17,71,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,ชีวิตอุปสรรค,"
0912765006,17000,"91,12,27,76,65,50,00,06,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0919956762,135,"91,19,99,95,56,67,76,62,","การงาน,ความมั่นคง,การเงิน,ชีวิตอุปสรรค,ความรัก,"
0919390257,800,"91,19,93,39,90,02,25,57,","การงาน,การเรียน,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916290030,245,"91,16,62,29,90,00,03,30,","การงาน,การเรียน,การเงิน,ความรัก,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ประมาท,"
0919234288,590,"91,19,92,23,34,42,28,88,","การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ประมาท,"
0912591228,12999,"91,12,25,59,91,12,22,28,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,"
0990013136,999,"99,90,00,01,13,31,13,36,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ประมาท,"
0916440808,301,"91,16,64,44,40,08,80,08,","การงาน,การเรียน,ความรัก,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,"
0919207942,690,"91,19,92,20,07,79,94,42,","การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912953045,9000,"91,12,29,95,53,30,04,45,","การงาน,ประมาท,ความเครียด,การเงิน,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,การเรียน,"
0919704703,1599,"91,19,97,70,04,47,70,03,","การงาน,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ประมาท,"
0915321064,449,"91,15,53,32,21,10,06,64,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991289679,699,"99,91,12,28,89,96,67,79,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,"
0912028216,6300,"91,12,20,02,28,82,21,16,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การเรียน,"
0919500716,1890,"91,19,95,50,00,07,71,16,","การงาน,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,ชีวิตอุปสรรค,การเรียน,"
0915019876,1249,"91,15,50,01,19,98,87,76,","การงาน,การเงิน,ความรัก,การเรียน,ปัญหาด้านสุขภาพ,ประมาท,ชีวิตอุปสรรค,ความมั่นคง,"
0991244307,3500,"99,91,12,24,44,43,30,07,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0910187371,399,"91,10,01,18,87,73,37,71,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,"
0919207397,690,"91,19,92,20,07,73,39,97,","การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,การเรียน,"
0919215927,150,"91,19,92,21,15,59,92,27,","การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0918502040,555,"91,18,85,50,02,20,04,40,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,ปัญหาด้านความรัก,"
0919609186,489,"91,19,96,60,09,91,18,86,","การงาน,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,"
0993202067,500,"99,93,32,20,02,20,06,67,","ความมั่นคง,การเรียน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,"
0919445093,270,"91,19,94,44,45,50,09,93,","การงาน,การเงิน,การเรียน,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,ความเครียด,"
0919324964,149,"91,19,93,32,24,49,96,64,","การงาน,การเรียน,ความรัก,การเงิน,"
0916161187,9000,"91,16,61,16,61,11,18,87,","การงาน,การเรียน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0919111181,98000,"91,19,91,11,11,11,18,81,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0991283680,3500,"99,91,12,28,83,36,68,80,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0915305611,324,"91,15,53,30,05,56,61,11,","การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0990151659,129,"99,90,01,15,51,16,65,59,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,การงาน,"
0990171738,300,"99,90,01,17,71,17,73,38,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919233920,1089,"91,19,92,23,33,39,92,20,","การงาน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0910699928,219,"91,10,06,69,99,99,92,28,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความมั่นคง,"
0991241465,980,"99,91,12,24,41,14,46,65,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเรียน,การเงิน,"
0919424028,1290,"91,19,94,42,24,40,02,28,","การงาน,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0913369831,840,"91,13,33,36,69,98,83,31,","การงาน,ประมาท,การเงิน,ความมั่นคง,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
9120030912,98000,"12,20,00,03,30,09,91,12,","ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,การงาน,"
0912488095,15500,"91,12,24,48,88,80,09,95,","การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,"
0910187360,300,"91,10,01,18,87,73,36,60,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912575660,16200,"91,12,25,57,75,56,66,60,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0910478939,800,"91,10,04,47,78,89,93,39,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,"
0919338285,690,"91,19,93,33,38,82,28,85,","การงาน,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919457425,690,"91,19,94,45,57,74,42,25,","การงาน,การเงิน,การเรียน,มีปัญหาด้านการเงิน,ความเครียด,ความรัก,"
0990151748,129,"99,90,01,15,51,17,74,48,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,ความรัก,การเรียน,ปัญหาด้านความรัก,"
0992333294,99,"99,92,23,33,33,32,29,94,","ความมั่นคง,การงาน,ความรัก,"
0912420965,12900,"91,12,24,42,20,09,96,65,","การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912090808,19500,"91,12,20,09,90,08,80,08,","การงาน,ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912590189,12300,"91,12,25,59,90,01,18,89,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,"
0992100575,750,"99,92,21,10,00,05,57,75,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านสุขภาพ,"
0919633442,699,"91,19,96,63,33,34,44,42,","การงาน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0919207738,690,"91,19,92,20,07,77,73,38,","การงาน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ความเครียด,"
0912875527,24900,"91,12,28,87,75,55,52,27,","การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,"
0917717950,1620,"91,17,77,71,17,79,95,50,","การงาน,ชีวิตอุปสรรค,ความเครียด,การเงิน,ปัญหาด้านสุขภาพ,"
0915324948,309,"91,15,53,32,24,49,94,48,","การงาน,การเงิน,ความรัก,การเรียน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,"
0919998686,249,"91,19,99,99,98,86,68,86,","การงาน,ความมั่นคง,มีปัญหาด้านการเงิน,"
0991266470,900,"99,91,12,26,66,64,47,70,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,"
0912974349,8499,"91,12,29,97,74,43,34,49,","การงาน,ประมาท,ความเครียด,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0911577202,200,"91,11,15,57,77,72,20,02,","การงาน,ประมาท,ชีวิตอุปสรรค,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0991277922,1200,"99,91,12,27,77,79,92,22,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0919915745,690,"91,19,99,91,15,57,74,45,","การงาน,ความมั่นคง,การเงิน,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ความเครียด,"
0990569135,99,"99,90,05,56,69,91,13,35,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,การงาน,ประมาท,"
0919500984,1890,"91,19,95,50,00,09,98,84,","การงาน,การเงิน,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ความเครียด,ชีวิตอุปสรรค,ความมั่นคง,ปัญหาด้านความรัก,"
0912122320,320000,"91,12,21,12,22,23,32,20,","การงาน,ประมาท,ความเครียด,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0912278340,24000,"91,12,22,27,78,83,34,40,","การงาน,ประมาท,ความเครียด,ความรัก,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916340470,306,"91,16,63,34,40,04,47,70,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0991260034,2600,"99,91,12,26,60,00,03,34,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0919240903,260,"91,19,92,24,40,09,90,03,","การงาน,ความรัก,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,"
0912121879,80000,"91,12,21,12,21,18,87,79,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,"
0917367171,2445,"91,17,73,36,67,71,17,71,","การงาน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,"
0916351962,198,"91,16,63,35,51,19,96,62,","การงาน,การเรียน,การเงิน,ความรัก,"
0912795268,9189,"91,12,27,79,95,52,26,68,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0916341725,450,"91,16,63,34,41,17,72,25,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0919783083,789,"91,19,97,78,83,30,08,83,","การงาน,การเงิน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,ปัญหาด้านสุขภาพ,ความเครียด,"
0912254278,25980,"91,12,22,25,54,42,27,78,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991282310,1250,"99,91,12,28,82,23,31,10,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,ชีวิตอุปสรรค,"
9120523752,8499,"12,20,05,52,23,37,75,52,","ประมาท,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,ชีวิตอุปสรรค,"
0917710546,470,"91,17,77,71,10,05,54,46,","การงาน,ชีวิตอุปสรรค,ความเครียด,ประมาท,ปัญหาด้านสุขภาพ,การเงิน,การเรียน,ความรัก,"
0991821474,150,"99,91,18,82,21,14,47,74,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ประมาท,ความเครียด,การเรียน,"
0911291546,903,"91,11,12,29,91,15,54,46,","การงาน,ประมาท,ชีวิตอุปสรรค,ความเครียด,การเงิน,ความรัก,การเรียน,"
0991595230,300,"99,91,15,59,95,52,23,30,","ความมั่นคง,การงาน,การเงิน,ความรัก,การเรียน,ประมาท,ปัญหาด้านสุขภาพ,"
0919487889,489,"91,19,94,48,87,78,88,89,","การงาน,ชีวิตอุปสรรค,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,ประมาท,"
0916334480,420,"91,16,63,33,34,44,48,80,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0916236060,184,"91,16,62,23,36,60,06,60,","การงาน,การเรียน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0911636949,455,"91,11,16,63,36,69,94,49,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,การเงิน,"
0911984668,399,"91,11,19,98,84,46,66,68,","การงาน,ประมาท,ชีวิตอุปสรรค,ความมั่นคง,ปัญหาด้านความรัก,มีปัญหาด้านการเงิน,"
0912214952,23000,"91,12,22,21,14,49,95,52,","การงาน,ประมาท,ความเครียด,ความรัก,การเงิน,การเรียน,"
0916193460,450,"91,16,61,19,93,34,46,60,","การงาน,การเรียน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
0991241206,770,"99,91,12,24,41,12,20,06,","ความมั่นคง,การงาน,ประมาท,ความเครียด,ความรัก,การเรียน,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0991289682,999,"99,91,12,28,89,96,68,82,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,มีปัญหาด้านการเงิน,"
0912780439,9500,"91,12,27,78,80,04,43,39,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,การเรียน,"
0916397028,210,"91,16,63,39,97,70,02,28,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
9106999507,129,"10,06,69,99,99,95,50,07,","ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ความมั่นคง,ปัญหาด้านสุขภาพ,"
0991285562,2499,"99,91,12,28,85,55,56,62,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,ความรัก,"
0919258674,590,"91,19,92,25,58,86,67,74,","การงาน,มีปัญหาด้านการเงิน,ชีวิตอุปสรรค,"
0917159476,390,"91,17,71,15,59,94,47,76,","การงาน,ชีวิตอุปสรรค,ความเครียด,การเงิน,ความรัก,การเรียน,"
0990598049,350,"99,90,05,59,98,80,04,49,","ความมั่นคง,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,การเงิน,การงาน,"
0910162749,789,"91,10,01,16,62,27,74,49,","การงาน,ประมาท,ชีวิตอุปสรรค,การเรียน,การเงิน,ความรัก,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,"
0918441225,318,"91,18,84,44,41,12,22,25,","การงาน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,การเรียน,ประมาท,ความเครียด,"
0991285474,3000,"99,91,12,28,85,54,47,74,","ความมั่นคง,การงาน,ประมาท,ความเครียด,การเงิน,การเรียน,"
0919011114,5000,"91,19,90,01,11,11,11,14,","การงาน,ชีวิตอุปสรรค,ความเครียด,ปัญหาด้านสุขภาพ,ประมาท,การเงิน,การเรียน,"
0991721813,249,"99,91,17,72,21,18,81,13,","ความมั่นคง,การงาน,ชีวิตอุปสรรค,ความเครียด,มีปัญหาด้านการเงิน,ปัญหาด้านความรัก,ประมาท,"
0912107784,72000,"91,12,21,10,07,77,78,84,","การงาน,ประมาท,ความเครียด,ชีวิตอุปสรรค,ปัญหาด้านสุขภาพ,ปัญหาด้านความรัก,"
0916951545,122,"91,16,69,95,51,15,54,45,","การงาน,การเรียน,การเงิน,ความรัก,"
0910065805,1100,"91,10,00,06,65,58,80,05,","การงาน,ประมาท,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,ปัญหาด้านสุขภาพ,"
0919414391,489,"91,19,94,41,14,43,39,91,","การงาน,การเรียน,การเงิน,ชีวิตอุปสรรค,มีปัญหาด้านการเงิน,ความเครียด,ปัญหาด้านความรัก,"
